MovieID,tmdbId,Genres,Title,overview,tagline
48738,1523.0,Drama|Thriller,"Last King of Scotland, The (2006)","Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",Charming. Magnetic. Murderous.
48741,14201.0,Documentary,"U.S. vs. John Lennon, The (2006)","A documentary on the life of John Lennon, with a focus on the time in his life when he transformed from a musician into an antiwar activist.",Musician. Humanitarian. National Threat.
48744,1378.0,Comedy|Drama|Romance,Shortbus (2006),"In post-9/11 New York City, an eclectic group of citizens find their lives entangled, personally, romantically, and sexually, at Shortbus, an underground Brooklyn salon infamous for its blend of art, music, politics, and carnality.",Open Your Mind. And Everything Else.
48774,9693.0,Action|Adventure|Drama|Sci-Fi|Thriller,Children of Men (2006),"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",No child has been born for 18 years. He must protect our only hope.
48780,1124.0,Drama|Mystery|Sci-Fi|Thriller,"Prestige, The (2006)","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Are You Watching Closely?
48783,3683.0,Drama|War,Flags of Our Fathers (2006),"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.",A single shot can end the war.
48872,6077.0,Film-Noir|Thriller,13 Tzameti (2005),"Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop on a knife-edge, is tailing him. When he reaches his destination, Sebastian falls into a degenerate, clandestine world of mental chaos behind closed doors in which men gamble on the lives of others men.",
48877,214.0,Crime|Horror|Thriller,Saw III (2006),"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",Suffering? You haven't seen anything yet...
48879,1123.0,Drama|Thriller,Catch a Fire (2006),"The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission.","The spark that ignites us, unites us."
48883,21173.0,Crime|Drama|Mystery|Thriller,Death of a President (2006),"A fictional investigative documentary looks back on the ""assassination"" of George W. Bush and attempts to answer the question of who committed the murder. Perhaps less morbid and disturbing to watch now than during Bush's presidency, the film doesn't address Bush's policies at all, instead focusing on the way a nation assigns blame in a time of crisis.",
48982,11619.0,Animation|Comedy,Flushed Away (2006),"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",Someone's going down
48997,1427.0,Crime|Drama|Thriller,Perfume: The Story of a Murderer (2006),"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",Obsession can cause the unthinkable.
49013,13767.0,Comedy|Fantasy,"Santa Clause 3: The Escape Clause, The (2006)","Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa.",'Twas the Fight Before Christmas...
49110,27295.0,Comedy|Sci-Fi,Mom and Dad Save the World (1992),"Emperor Spengo sees Marge Nelson and using a giant magnet, kidnaps her and her husband Dick, hoping to make Marge his before blowing up the Earth. The Emperor and other inhabitants of his planet are somewhat less than bright, and Dick begins reliving episodes of Flash Gordon and Buck Rogers in order to rescue Marge, save the Earth, and restore the rightful emperor to the throne.",Boldly going where no parents have gone before.
49130,9726.0,Comedy|Drama|Romance,"Good Year, A (2006)","Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",Everything matures... eventually.
49132,2152.0,Documentary,Shut Up & Sing (2006),"Shut Up and Sing is a documentary about the country band from Texas called the Dixie Chicks and how one tiny comment against President Bush dropped their number one hit off the charts and caused fans to hate them, destroy their CD’s, and protest at their concerts. A film about freedom of speech gone out of control and the three girls lives that were forever changed by a small anti-Bush comment","Freedom of speech is fine, as long as you don't do it in public."
49220,14799.0,Comedy,For Your Consideration (2006),"The possibility of Oscar gold holds the cast and crew of an independent film in its grip after the performance of its virtually unknown, veteran star generates awards buzz.",Success in Hollywood is as fragile as a rumor
49263,21710.0,Comedy|Documentary,Fuck (2005),"A documentary on the expletive's origin, why it offends some people so deeply, and what can be gained from its use.",The one word that brings all people together - and then sets them apart
49265,8588.0,Documentary|Drama|War,Shooting Dogs (a.k.a. Beyond the Gates) (2005),"Two westerners, a priest and a teacher find themselves in the middle of the Rwandan genocide and face a moral dilemna. Do they place themselves in danger and protect the refugees, or escape the country with their lives? Based on a true story.",What would you risk to make a difference?
49272,36557.0,Action|Adventure|Thriller,Casino Royale (2006),"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",Everyone has a past. Every legend has a beginning.
